Comment,Llama3.1 Not Fine Tuned Output
Vuvuzelas are annoying like mosquitos,Against
I still hate suarez till date 😒,Against
MoTM is Suarez,Favor
Suárez dirty player,Against
BRO I REMEMBER SEEING THIS LIVE. I was in 5th grade. Feel bad for Ghana.,Against
"Greatest villain in footballing history, no cap",Against
"I remember that day  , it was  better than a movie !",Favor
Panenka couldn't do it better.,Against
"Did anyone notice that Suarez's teammate (n°4) next to him, also tried you stop the ball.
And when he's leaving the pitch he was also congratulated by a teammate.
That means that the Uruguayan players had been told do that in case of certain goal",Favor
"For all of Suarez's antics, this HAS to go down as the smartest play of his career. Better a red card than a goal. At least there's a chance the guy misses the penalty, if you don't bat it down with your hands, you lose the game, simple as that. Best red card in world cup history--saved his team",Favor
Still hurts and I'm not even African.,Against
El mejor partido que he visto en mi vida; soy de Perú 💌 y reamo a la selección Uruguaya,Against
Suarez the dog,Irrelevant
"These two were my favorite teams from South America and Africa, but I glad the better team won. 

It was terrible to see bad teams get lucky and eliminate the good ones this last World Cup. Germany was undefeated in qualifying for WC and was out in first round? Bullshit. 

We only need 16 teams in men’s and women’s. It would still be the World Cup just with better teams. Then maybe they could do Legs 1 and 2 with superior teams for each round.",Against
"what delightful propaganda from FIFA, smiling kids from the townships, meanwhile they put up giant walls on the highways between airports and stadiums to hide the poverty",Against
this still makes me cry. Suarez really destroyed the hopes of an entire continent,Against
Came here after Suarez appealing handball to Chile goalkeeper in the box . Lol,Against
"who is watching 2019, this dramatic match",Against
Suarez show to world that he can play football & volleyball at same time...,Favor
3:49 - Number 18 got smoked by 2 people,Against
"Honestly, i know Netherlands and Germany isn't a very big treat for Ghana.
perhaps Spain could have been a treat to Ghana as much as Brazil but had Ghana beat Uruguay,
they would have beat Netherlands. Their lose had much to do with bad luck because they totally dominated the game.",Against
"After Ghana beat USA, I was so happy to see them lose. Man what a world cup that was.",Against
Never forget this moment 🔥🔥,Favor
I still cry today,Against
Clutch move by suarez,Favor
The best world cup 2010👍,Favor
Football is crual,Against
Good things are made in Africa period,Favor
Funny how Ghana couldn`t win even with the referee's help.,Against
I wish referee had required Suarez to play goalie (without use of hands) for the penalty kick.,Against
Hahaha If he aint biting then he's handballing = he eats with his hands.,Against
As Young Ghanaian living at that time in Windhoek Namibia. I am still watching 2010 FIFA World Cup.  What a memorable Competition,Neutral
We got gyaned.,Against
Unsportsmanlike by Suarez,Against
Felt so bad for Ghana after this match. They deserved to win,Against
it hurts to watch this,Against
"3:39, Suarez reaction- ""Who me?""",Neutral
"Seeing all these complaints about Suarez. I'd like to note that nobody was complaining until AFTER the penalty kick was missed. That includes the announcer. The announcers were excited for Ghana, and Ghana players were ecstatic to have a penalty kick awarded to them.",Against
This match was memorable. But the best game from WC2010 was Uruguay vs Germany for the third place.,Neutral
Hate Suarez so much .....,Against
The day I cried for Africa.,Against
3:49 the Ghana player got too many kicks but still headed the ball,Against
"El ""Loco"" Abreu --> 😁",Favor
Cruelest game man,Against
Luis Suarez diminished  hopes of African Football,Against
2010 was so far the best world cup I've lived.,Favor
Who scored that goal for ghana (the 1st one),Against
Estas enfermo Abreu,Against
Suarez is better then Thailand goalie,Favor
I’m American but I still feel bad for Ghana. They were two inches from the semi finals. Hopefully one day an African team like Ghana or Ivory Coast can win the World Cup.,Favor
I like how he acted so surprised he got red lol He had to look twice,Neutral
"I miss this... tge sound of a vuvuzela..
.
AAAAAHHHHHHHHHHHHHHHHHHH!!!!!!!!!!",Against
2:59 omggg that was a long throw,Neutral
That game was crazy!!!! That ball was also crazy,Neutral
Forlan played for mumbai city fc,Neutral
I feel bad for Ghana,Favor
This was sad... But Uruguay 🇺🇾 are really good so.,Against
Imagine if Muslera saved the penalty and saved instead of it hitting the bar. Most clutchest play in sports history,Favor
Best world cup,Favor
Le vuvuzelas sembrano il ronzio delle mosche😂,Neutral
this is the best match i've seen in my whole life,Favor
"🎶Somos de la sangre del Maracaná, somos la locura que picó el penal”🎶
🇺🇾💙
🏆🏆🏆🏆 2 World cups and 2 Olympic Games
🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 (15 Copa America)

And Ghana?",Against
"dam that one penalty at the end Ghana , was rooting for you so bad that day",Favor
What a game! Uruguay is a giant in football,Favor
Uruguay cheated its totally unfair and unsportsmanship.,Against
Don't you just love the beautiful game!,Neutral
Some of the worst penalties I’ve seen taken,Against
"Gyan's career was the miss. He was under big pressure. Had he scored that goal, it would have been a different story.",Against
I miss Forlan,Against
"El mejor partido, casi nos ""ghanan"" 😎 jaja",Favor
I hate the fact that Uruguay always get knockout at semis and quarters I want them and Argentina to win in my era,Against
I still feel so bad for Ghana they were so close.,Against
3:39 Suarez acts as if he was innocent 😂,Against
The dirt Suarez's hand.,Against
"It's 9 years now and I'm still terribly sad for Ghana and whole Africa. Who knows how far they would have exeeded and what a title or even a final apperance would have ment for all of this continent.


Suarez should've been bannend from football as he showed absolutely no remorse ever. Seeing him play for Barcelona now, a club formerly known as club with so much honour, is terrible to me.",Against
What else he would've done man world cup is the biggest prize in world of football,Against
"What happened to forlan y'all?
That goal was stunning",Against
tbh only 2010 and 2014 had the best beautiful soccer balls in the World Cup history in my opinion so don't kill me pls,Favor
"funny how the people that think what Suarez did was wrong are from countries that have no football tradition. This sort of play has happened number of times, in world cups even (Kempes 1978)",Against
If there was VAR they woulda seen it went past the line 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️,Against
Much love for this Ghana,Favor
Suárez L🐰L,Against
3:28 McDonald's adverts -  how fitting.,Against
2006 wc final is memorable for me,Neutral
Thats why suarez is the best outfield goalkeeper,Against
el mejor partido de futbol de los ultimos 60 años incluso el mejor despues del maracanazo!,Favor
"I was in High school, form3. Its 2019 and I can tell you this match will never get off my mind. We all cried in Kenya.",Against
"Great game by all standard,well done Ghana",Favor
Ghana must go,Against
One of the most memorable matches in that 2010 World Cup. I am not from Ghana but that day i cried as if i was one. They were so close to make it to the semifinals...,Favor
"2010 was the most memorable world cup for me. Not only were the matches amazing, but the environment at the games made everything seem so lively and intense especially with all that buzzing",Favor
Suárez tubo que sacrificarce para que no le metan el segundo. HÉROE,Favor
Luis Suarez sucks,Against
"I remember that this game left me in tears, and the 2010 world cup had the best atmosphere ever.",Against
Suarez sacrificed himself for his country. His patriotism is very admirable 🏅,Favor
Suarez is one of the players who does not have many followers from Africa,Against
I like Suarez he did anything to save his team,Favor
"Recuerdo en ese año estaba en Walt Mart viendo como Asamoa G desperdiciada una oportunidad histórica. Suárez metió la mano de manera descarada, Forlán un gran jugador en Sudáfrica.",Favor
Hey there! Just subbed to your channel.,Neutral
This game hurts my soul,Against
Hate Suarez for what he did,Against
Pause at 3:47....that ball already went in....guess there was no goal technology then.,Against
"2018 first african world cup winner ... if you know what I mean 






No hate just a joke",Neutral
How about the memorable vuvuzelas,Neutral
el loco abreu cobro el penal como los grandes,Favor
What hell for those cursed vuvuzellas ears!,Against
"Que hermoso mi pais
Que hermoso mi Uruguay",Favor
This game shocked the whole world,Against
Watching still in 2019 and finding myself still unhappy with A.Gyan gor his missed goal.,Against
"Todos en Latinoamérica sabíamos que así lo iba a tirar Abreu, grabé error de Ghana no darse tiempo de verse unos videitos de su rival",Neutral
Lmao Suarez acted like he did nothing wrong when he was carded,Against
"ghana played great in this world cup, they deserved more",Favor
Suarez is a dirty cheat.,Against
Uruguay..!!! Nomá!!!!! Vamos x Brasil!!!,Favor
6:02 Makes me get teary every time,Favor
"So much People in the comments are saying, that that handball was a honorable sacrifice from Suarez, but if that would happen against their country, i'm sure all of them would go on riot.",Against
"Recuerdo haber gritado y llorado con el gol de Abreu. Y no soy uruguayo, soy peruano. Qué partido! Nunca olvidaré, para mí el mejor de los mundiales que he visto, por la emoción y las vibras a mil.",Favor
I wont have the confidence to do that last penalty... how cool was that,Against
"I wont forget this match in my life , i was watching it with my father and brother and we were stunned of this dramatic end",Favor
"""Who me?"" Suarez is such a douchebag",Against
"A very bad football memory to Ghanaians and i, we just wiped our tears and continues ........Psoo Benin",Against
What a match still,Neutral
"Still here after nine years, 2010 SA was fun",Favor
"... y vamo arriba el Arrieta Football Club!  Sí, el de Madreselva y Arrieta.",Favor
In my memory for ever 🙏🙏🙏,Neutral
Orgulloso de mi pais... piel de gallina loco,Favor
This game is the definition how life isn’t fair,Against
Ghana played great. I also feel they were given a gift an threw it away.,Favor
creo que a todos los uruguayos nos pasa que cuando vemos este video terminamos con el corazon en la boca como si lo estuviésemos viviendo otra vez,Neutral
"Contra toda la mafia.
Uruguay fue estafado en ese partido y contra Holanda.",Against
With go line technology today Uruguay will be out complete,Against
This match brought about Go line technology,Irrelevant
"This was an epic game for we Uruguayans. Definitely this game marked an inflection point in the last year's of Uruguayan futbol rich history. Lately we only went to world cups to reach to 16avos. Since 1970 we didn't reach to semifinals. Forlan, Godin, Suarez, Cavani... what a team we had!",Favor
memorable es ser tramposo?   como el hijo de perra de Suarez?  eso es memorable?   eso es lo que se festeja aqui?   de ser asi...algo anda mal,Against
FIFA and their cronies tried to CHEAT Uruguay out of this match in order to have an African country in the last 4 BUT their tyrannical plans backfired. SUCK SHIT FIFA......................Long live URUGUAY!!!!!!!!!!!!!!!!,Against
When we got that penalty I was praying for Appia to take it,Against
IMPOSIBLE BORRAR DE MI MENTE ÉSTE ACONTECIMIENTO!  URUGUAY NOMÁ PA' TODO EL MUNDO!,Against
World spport gannia in 210,Against
"I still can't forget this game Asamoah Gyan was on top n Diego Forlan,we were close to the semis but Suarez was a hero for his country.",Against
Suárez like att suramericans players ... Warriors. I from Colombia HP 🇨🇴 .. the  Qualitys More dificult on the world just 4 teams can to pass to world cup...,Against
The referee should have given Ghana the advantage and award them a goal instead of the penalty because Suarez was right on the line!,Favor
The referee should have given Ghana the advantage and award them a goal instead of the penalty because Suarez was right on the line!,Favor
El mundial que Uruguay jugó contra FIFA !!!,Against
"cuantas emociones me trae ese partidazo, infartante para nosotros los uruguayos, gran recuerdo, una lástima no haber llegado a la final y perdido con Paises Bajos.",Against
3:34 he said facking,Against
muntari’s goal was better than forland’s,Favor
Luis Suarez: heroe de Latinoamerica. 👊🏼👊🏼👊🏼,Favor
"podrian haber mostrado la falta inventada en el tiro libre que resulto en penal de suarez... es el canal de la fifa, es verdad...",Against
Trampozo LUIS SUAREZ😃,Against
Maybe the craziest game in any world cup ever,Against
Suarez demolished a continent with just one hand. Need any other superpowers?,Against
"¿Por qué la FIIFA no mostró que no hubo falta de Jorge Fucile sobre el final (estaba a dos metros de su ""víctima"") y que dos jugadores de Ghana estaban en off-side al ejecutarse la pena que luego significaría la expulsión de Luis Suárez. Vomitiva la FIFA, repugnantes los árbitros portugueses... En esta vida todo se paga",Against
I think urguay is gonna win I think,Favor
Forlan had an outstanding world cup.,Favor
"Ahhh yes I remember this game, i was rooting for ghana since they were really surprising me",Favor
Suarez saved them,Favor
"4:20 
OH GOD THATS PAINFULL 🙁",Against
3:49 number 18 of ghana :d,Neutral
"2019, and I’m sill saying SUAREZ SUAREZ SUAREZ",Favor
Soccer (Football) is a situational game. In the situation that Suarez was in he did the right thing. If that ball goes in they lose. If he handles it they at least have a chance. Too bad for Ghana but that is Football. I feel for Asamoah Gyan. I really do. What a tough spot to be in.,Favor
Biggest tragedy for african football,Against
"FIFA can make a lot of fair play campagn if the referee can't take the right decision. In rugby, when opponent do illegal play, referee give the goal.",Against
Ghana you make all Africa proud '' thanks 🇬🇭,Favor
I’m not from Ghana but I’m really sad right now...,Neutral
Vampire destroyed history fpr whole continent. So many reasons football has to hate him.,Against
This is an example how the rules in football need changing. I don’t think anyone did wrong here Suarez broke rules to put his team in semi final if the rules prevented that happening it wouldn’t of happened. It was last seconds of extra time with the score level the ball was going to be in the net 100% certain unless someone stopped it so what would any player do stop it with a hand and risk being sent off and giving a penalty away or just let other team win? Referees should be allowed to award goals to teams instead of penalties in cases like this.,Against
still makes me mad,Against
That is suarez? Hoho,Irrelevant
"fun fact : When FIFA 11 was released, Suarez's goalkeeping stats we're improved lol",Neutral
Une honte Suarez,Against
"People always remember Suarez for the handball, but notice the other Uruguay player going for the ball with his hand. History would be different if he’d hit it instead",Against
1:35 = If they are gonna get a goal they'll have to get it in the next 20 seconds.,Against
"I wonder why Suarez didn’t won the Golden Glove, best save ever.",Against
I’m still trying recover from this game,Neutral
"I don't know why you guys are trolling Suarez, he did what was right in the moment!",Against
Suarez score against former team liverpool he celebrate wtf suarez is savage,Against
Anyone knows the first song?????,Neutral
Shame on Suarez.. What a disgrace to football,Against
"No sé porqué, pero me censuraron un minicomentario del robo de árbitros uzbekos, por completo subnormales, en la semifinal ante Holanda... En fin",Neutral
Funny to read Europeans that made their wealth on Africa's resources claiming justice for Ghana in football.,Against
muntari utilising that jabulani bobble lmao,Against
4:11 That's why i love Suarez,Favor
"Its not suarez fault he is reflex, than why that ghana player dont scoree again penalty,",Against
And after that the netherlands went on to kick uruguays asses💪💪,Against
Thanks for the great memories FIFA TV. never delete those masterpieces,Favor
"Thats a tounemnet. Not like in 2018. little kids crying on the pitch, only concentrating on they hairstyle",Against
2019 and I still hate Suarez 😤,Against
Why didn't he just use his head?,Against
Unethical but not cheating or unfair.,Against
"8 years later, africa wins the WC",Favor
never knew sharks could be goalkeepers,Neutral
Stop lying. We all would have done the same thing.,Against
GOD BLESS SUAREZ !!!  They Try Almost Everything to Favorite Africa Teams all THe Freaking Tournament.... and Voila' GOD EXIST lol,Against
Suarez acting after hand balling it 😂😂,Against
Was the best world cup in the past several decades.,Neutral
The most hated man in Africa,Against
i am watching this 9 years later ans it still hurts 😢😢,Against
the whole world shed a tear when gyan missed,Against
What is the name of the commentator?,Irrelevant
"Thx for the Corruption FIFA, Ghana Thiefs.",Against
Fifa Corrupta si no fueran así Holanda no llegaba a la final y Uruguay habría ganado ese mundial contra españa,Against
The face that Suarez makes when shaking the Ghana players's hands just makes me feel even more that he might be racist,Against
Agl I respect Suarez for that. It shows his love and passion for the sport. He wants to win.,Favor
I will never forget this game.,Against
"continent vs countary 
but suarez win 😂😂😂😂",Favor
suarez u beauty  😁😂,Favor
Man. As soon as I saw gyan set the pk up I immediately felt horrible for Ghana even though they knocked USA out😂 Cheers,Neutral
It’s almost unsportsmanlike for them to celebrate afterwards,Against
Ghana needs to improve their penaltys,Against
"#4 was over the line when the pen was taken, so gyan should have had to take it again.",Against
Ghana was good just not with penalty kicks,Favor
Too painful to watch !!,Against
3:51 the other player tried to hand ball it too,Against
Ex coach Thai can manage Indonesian u 23,Favor
"What a memorable match, was amazing. I would do the same Suarez did in his position",Favor
"If Saurez would haven't touch the Ball,,  Ghana win coz it's last minute,  but Saurez save it & win",Against
Who's watching in 2020?,Neutral
"This game was heartbreaking. I'm not a fan of either nation, but Ghanna encountered a disrespectful and selfish Suarez.",Against
Anyone in 2019,Favor
"Damn ghana had a really nice squad back in 2010, i remember we supported them as they were the last team from our continent..  Fu suarez",Against
It’s ok if he didn’t eat the ⚽️!!,Neutral
This was an insult to Africa Suarez damm you hahaha,Against
Hand of dinosaur,Against
Suárez cheated Ghana out of a chance to be in the semi finals!!!!,Against
I love suarez from this match on tbh,Favor
2010 was the best world cup in the world cup history,Favor
"it bothers me how nobody ever acknowledges how the fk happened in the first place, the ghana player tripped on air, with nobody within 1 metre of him. woulda been unjust if that had been a goal",Against
4:07 what was a Indian flag doing there,Against
This Ghanian team though.💙💙💙💙,Favor
Glad to see Suarez dream came true playin for Barcelona. Greetings from Amsterdam AJAX fan,Favor
HAND OF BITE KING,Against
this game was a heart attack!,Against
3:20 esta bien mensa xd,Neutral
"I am a Ghanaian. I watched this game as a kid. I remember everything like yesterday. I love football. This is emotional. Even though I felt bad as at then, I am feeling nostalgic watching it now. God bless all football lovers",Neutral
This game made me dislike Suarez so much. Absolutely class but a cheat.,Against
The best world cup in my life,Favor
Any one in 2019?,Neutral
"They should give suarez the beast handball👌 in the world cup 2010 😉from amazing african ❤
Sorry  about my bad english 😮😕",Against
"Uruguay   was  very  strong    team   in  2014  ,,they  deserved   the  win  here  .",Favor
Im South African and i hate Suarez to this day.,Against
only one game supend for this.... and he celebrate this.. and the whole country say thats okay.. and many other too... what tell me that? Respect is death and Soccer too... o ja... FIFA is death too...,Against
What minute was Suarez handball?,Against
4:08 can you all see indian flag there ???,Neutral
Mi madre es de uruguay,Neutral
Le match qui m’as le plus dégoûté dans ma passion pour le foot et c’est à cause de Suarez je suis vraiment hyper désolé pour le Ghana 🇬🇭,Against
none of you are from ghana so idk why your talking like you know everything,Against
Muslera is amazing goalkeeper,Favor
Suarez is a disgrace,Against
This time I was supporting Ghana Muslim brorthers but it was bad luck,Against
No one talking about the other guy trying to also handball,Against
memorable for the wrong reasons,Against
muntari's strike and vision.... bow down...,Against
"In Football ""Win or Win Not, There is no Deserve""",Against
I have hated Suarez so much after him. I have no respect for him whatsoever.,Against
3:50 that Ghanaian number 18 got all the kicks,Against
I love south africa best world cup 2010....,Favor
"Lmao Uruguay suffered the same thing twice:
1990 WC group stage- Uruguay Vs Spain.
Spanish Player blocks the ball with its hand. Ruben sosa fails the penalty. The match would later end 0-0. If Sosa scored that penalty, Uruguay would have passed the group stage as 2nd, and instead of Italy, they would have faced England.

2011 Copa América Final:
Uruguay had a corner kick which would have ended in goal if it wasn't taken off by a Paraguayan player with its hand. Strangely enough, the penalty was not given. Later, Uruguay would win against Paraguay 3-0.",Against
I love Suarez,Favor
"Suarez foi genial nesse lance do penalti, trocou o gol pela sua expulsão e saiu vitorioso.",Favor
Ghana well deserved to win the match,Favor
"damn dude, the feelings",Neutral
3:39 Suarez reaction on red card 😂🤣,Against
Sacrifice.for his motherland,Favor
Holy shit. Mensah come on man what a shit penalty,Against
Best moment in world cup 2010,Neutral
To this day I always watch this match thinking that had gyan scored what was going to happen,Against
No one noticed the 2 offsides in ghanas last free kick. We deserved  it,Against
I never knew that shark’s had hands,Irrelevant
"Suarez best volley ball play ever , good job",Favor
"I mean yes, Suarez is a horrible, dirty player but I get why he did the handball I mean you might as well but it should just be a given goal because without that you can 100% say the ball was going in so Ghana should've won but oh well",Against
Suárez the best,Favor
the ball was going in before it was swatted by suarez. they should have counted it as a goal and given suarez the red card.,Against
Suárez pinche loco :v,Against
cuanta falta le hace a Uruguay ese Forlan,Against
"Se os ganeses soubessem o que Suárez iria fazer, não teriam apertado a mão dele! 0:45",Against
"When someone tells you soccer is boring, pointless with no emotion. Show them this game and close mouths, because this game is so full of pasion and different emotions throughout.",Favor
ese pinche  luis zuares mal nacido,Against
Every body in South America knew that el Loco Abreu was gonna chip that last penalty 😂😂😂😂,Favor
This game has won Ghana,Favor
"""Africa Strikes, Ghana Strikes"" 1:51",Favor
That’s how you fight for your country,Favor
Todos hablan de Suarez.. el que ganó el partido fue mas bien un loco,Against
"9 años y aún sigue siendo un robo y la mejor muestra de juego sucio por parte de una selección, las semifinales eran de Ghana, 9 años y sigue siendo una vergüenza lo de Suárez",Against
The whole week I didn't attend the class I was so confused,Neutral
i can't stop laughing when i see his head moving with his hand . what a weird move,Against
En este mundial Uruguay tuvo que haber salido campeón. Recuerdo que en la semifinal con Holanda a Uruguay le robaron un gol.,Favor
I like voice the commentry,Favor
I hate suarez,Against
"Idk why people are saying Suarez cheated, he didn't cheat, the referee called it and gave Ghana a penalty and they missed it, Suarez didn't stop that penalty, the player missed it",Favor
Can someone tell me whos the commentators name?,Neutral
Now Kevin-Prince Boateng and Suarez in Barca,Against
Why i hate suarez...,Against
Both teams were gonna get wacked eitherway,Neutral
Anyone watching this in 2019?,Neutral
"If Suarez hadn’t hand-balled it, then the ball would’ve 100% gone in, but because he did, he stopped it from going in and as a result, gave Ghana a penalty.

In penalties, you don’t have a 100% chance in scoring, so what Suarez did was the best and most logical  choice 👏",Favor
"3:40 - Suarez: ""I did not do it with teeth!!""",Against
"9 year hav past and still painfull just wacth this derby kkk,still not liking suarez anyway",Against
A lot. Of people hate on Suarez  call him a cheater etc.  But.    If Suarez WAS in the semi finals.     Uruguay had much better chance of beating holla nd.   Remember they lost 3 to 2 without Suarez their leading goal scorer.    (  by the way I'm not arguing if Suarez is a cheat or not.  it's NOT WORTH ARGUING.  Ghana got penalty kick and missed it.  it's LIKE in basketball.  Someone has easy layup. And you foul him.  Make him earn 2 points on free throw line and you get a foul on u.    6 fouls and it out of game ( for non basketball fans)     IS FOULING a guy going for easy lay up.  Cheating.  ?,Against
I think the goal  was given to Ghana instead of penalty 😠😠 Uruguay play bad football,Against
Luis Suarez is my fav player.... Team Uruguay 🇧🇩🇺🇾,Favor
Gyan Asamoah is cry,Against
We ghana get you,Against
"On that night We Egyptians were supporting Ghana like we supported our country 
The entirety of Africa was behind Ghana that night , but it just wasn’t meant to be 😔",Favor
Let's give some credit to Muslera,Favor
5:58 what a racist,Against
I was 12 when i watched..world cup 2010 is the best edition,Against
"Memorable world cup,, best team had won,best world cup music,sound,ball,,waka waka,controversy",Favor
"How terrible what Suarez did! He touched her with his hand! Are the fouls committed in the areas not committed to knock down the opponent and prevent the play from flourishing and avoiding the goal? Or are the fouls that are committed in the areas a homage to football, or are they mere accidents of innocent and pure players? Are they faults that seek to honor this sport? A good kick, a good push, a trip, a nudge, a header ... Does not this happen every day? Maybe, you could say, they are more hypocritical faults, they seek to disguise themselves more, to disguise themselves a little ... Suarez played the ball shamelessly, like a child who still enjoys the game of football in the street with his friends. Their catch brings the freshness of this sport, without so much money or corruption (that's corruption!) Of the men of FIFA, or political correctness, or people who are self-sacrificing ... Is it a crime, should they go to jail, Is it immoral? No. It is a fault that is paid with the expulsion. Justice has been done? Yes. Uruguay was sanctioned? Yes, he lost this great player. Suarez was quick, intelligent, bold. Others are asleep, and while they resolve what to do, they were swallowed by History. How many Puritan comments!",Against
"Remember MARADONA'S HAND OF GOD?  The goal was accepted and he was considered the BEST footballer.
In Suarez case, he was punished with a red card and the opposition team was given a spot kick.  He deserved the punishment but why blamed him for Ghana's failure.",Favor
Muntari best player ghana,Against
I remember crying that day smh will never forget it,Against
Tell me you wouldnt do the same thing to keep your team in the world cup,Against
It's alll fixed,Neutral
Plus the Ghana player wanted flair and wanted to score a beatiful goal (looked like that in my eyes) since Muslera is a good keeper but not the best. Nerves also play a crucial role when having all that pressure on you,Favor
"Diego Forlan deserved to win, but not Suarez.",Against
Am from South Africa this was the saddest moment for Africans because our last hope was for Ghana to progress to the next stage ... I remember this day like it was yesterday,Against
the best partido..!! de toda la historia,Against
"the ball of 2010 WC ""Jabulani"" was a disaster, so many gag goals",Against
"Muntari’s goal was such a great distant long shot, World Cup 2010 had a lot of long range goals.",Favor
"AFF SUZUKI CUP 2018-same thing goes to Malaysia vs Thailand in the semi final second leg in Rajamangala Stadium,Bangkok..in the first leg at Bukit Jalil Stadium,Malaysia and Thailand tied 0-0 and the only way for Malaysia to get to the final is by tying 1-1 or just win..but in the 94th minute of the second leg semi final game..Malaysian defender,Syahmi Safari hold the ball with his hand and a penalty for Thailand..all the Malaysians are very fear that the last minute penalty including me..with our prayers..the ball went straight into the air..it was a delightful moment for the Malaysian players and the fellow Malaysians..the coach for Ghana 2010 was the same coach for Thailand 2018-AFF SUZUKI CUP 2018 FLASHBACK",Favor
"1er Spain
2e Netherland 
3e Germany 
4e Uruguay 
5e Brasil",Favor
"Love from Bangladesh Ghana 
💚🇧🇩",Favor
i swear if Ghana wanted Uruguay to actually win then i'll expose this video..,Against
So if it wasn’t for Suarez being the worlds best non-goalkeeper Ghana would’ve won,Against
Swarez he survives so epic Game 💖💖💖💖💓💓,Favor
"What a strong championship for Ghana , they deserved to be in the semi-final .. even though this team had been beaten form Egypt in the final of African nations championship in the same year",Favor
Africans have done very well to come this far in football. With respect to other countries which have  wealth and  technology  their performances are tremendous !,Favor
"Suarez did a smart thing here, not an honourable one. It shouldn't be applauded",Against
*Man....so many emotions......there is no other sport like Futbol!*,Favor
"Looking from direction of the ball even if suarez didn't use his hand  the ball will still hit his face,  I think it just his reflect.",Favor
como festeja suarez cuando erra el negro JAJA,Against
asamoha just killed tghe hole africa,Against
"Forget about debates on Suarez for 1 sec and just conclude that Uruguay did not get a fully commendable win  then. 
Is it cheating?
No! It's by football rule a foul and the Ref did absolutely the right thing.  Red+Penalty. (Also, if you know what type of player Suarez is, it not too hard to conclude anyway)
Is it commendable?
Depending on your stands whether winning is everything or abiding by sportsmanship is more important. Anyone who plays football knows you COULD foul to delay or hold up attacks and depending  on the scoring chance the opponent have, your foul gets punishments. This is also why after this match many people suggest FIFA to add more severe punishment to fouls alike Suarez's but the problem being for a single player during a match, you cannot surpass a red card punishment, even against such a decisive and unprecedented foul.
About the what ifs
You just can't make what ifs in football matches. Sure, what if Ghana scored another goal before this? What if Suarez did not hand-ball? What if Gyan scored the Penalty? A single moment like this can just decide the matches outcomes and, like it or not, this is also what makes football so popular worldwide in the first place. Year later now we see football matches being fairer (VR video referees) and less referee mistakes (Lampard's denied goal and such alike)are made in general. This trend is what makes football, the sport and matches themselves more enjoyable.",Favor
People who call Suarez a legend for doing should say the same about Henry handball in 09.😬 since handball makes u a legend,Against
Examples like Suarez's goal-line handball is why goaltending should be a rule. A defensive player that's not the goalkeeper using their hands to block the ball from going in should grant the kicking team an automatic point.,Against
This match like Malaysia Vs Thailand on AFF SUZUKI CUP 2018 😄 What a dramatic match 👏,Neutral
Tal vez la jugada de suarez no fue la mas ortodoxa del mundo. Arriesgó todas sus fichas en ella. Lastima por Ghana que no supo aprovechar la oportunidad que estuvo en bandeja.,Favor
Suarez is FUKKING HERO!!,Favor
After match Thai vs Mas 🙌🙌🙌,Favor
malaysia vs thailand ?,Neutral
I will never forget Forlan playing like a GOD this WC,Against
I remember i was 9 years old watching this with my father and brother. Honestly the most Disappointing penalty kick i have every seen ever. 9 years later this bothers me when i think about it.,Against
The same situation happened 5.12.2018 malaysia vs thailand,Favor
I came here after milovan rajevac teams did same thing last night...have been comeback goal from opponent... opponent handball inside penalty box in dying minutes...and a miss penalty goal...hahaha,Against
"Same drama was happened today , it was Thailand vs Malaysia the 2nd leg match of AFF Suzuki Cup semi final at Rajamangala Stadium , Bangkok Thai . the match were tied at 2-2 , then in the last minutes of the match Thai won a penalty because of a handball by Syahmi Safari which will make them through to the final . Unfortunately Adisak Kraison put the ball over the crossbar . Ironicly it was Milan Rajevac who is the same coach that manage the losing side . lmao",Against
This history was repeat at AFF SUZUKI cup match beetween malaysia vs thailand,Favor
05/12/2018 Thailand vs Malaysia 😂😂 Adisak Kraisorn and Asamoah Gyan,Favor
Hmmm who is still here..,Irrelevant
Uruguay was robbed hard in that match,Against
So many crazy goals in this world cup,Neutral
"Estos  europeos  de  miarda  vienen  y  se  llevan  a  los  gurises  de  14  años  y  despues  van  al mundial  de  clubes  .como  les  vas  a  ganar  ,cuando  tenian  el  cupo  de  tres extranjeros  en los  80 comian  de, la  mano  .",Against
"Cada  vez  que, veo  esto  me emociona ,pero  no  debio  ser asi,   igual mejor  porque  el   que  no  es  uruguayo  o  de  esta  parte ,sabe  que  nos  cocinaron ,contra  gana  teniamos  que  quedar  afuera   .sino vean  la   falta  que  cobran  a  fucile  no  existio  .y  los  fuera  de  juego  en  el  centro  .  Igual  nos  re cagaron  contra  holanda  ,la  mafia  de  blater  y  la mafia  fifa   ,",Against
Luis Suarez reaction while getting Red Card is so funny as if he did not deserved Red.....lol.,Against
Crazy how at 4:03 all the vuvuzelas stopped being played all at once.,Neutral
No me canso de mirarlo...pero que robo mas descarado en los 120 min...y si jugábamos 2 días hubiera sido mas robo aún...y allí el Loco...solo ese arquero no sabía que se la iba a picar...justicia al fin...    ...,Against
"Ghana was robbed off in daylight,  a certain goal turned to penalty,  always a chance of missing.",Against
"3:29 if I were in this situation, I would have done the same thing that Suarez and another player did. It's comes naturally in this kinda circumstances.",Favor
